ID;Domain;Solution;Solution Abb;UC;Catégory;Item;Cash Out Type;Cash In Type;Cash Out;Cash In;ASU Min;ASU MAX;Deploy Price MIN;Deploy Price MAX;Paas;Mark Up
353;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1301 - 1350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 285 550;1 709 782;1301;1350;1268540;1302560;NA#;33%
354;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1351 - 1400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 328 075;1 766 340;1351;1400;1311065;1345085;NA#;33%
355;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1401 - 1450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 370 600;1 822 898;1401;1450;1353590;1387610;NA#;33%
356;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1451 - 1500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 413 125;1 879 456;1451;1500;1396115;1430135;NA#;33%
357;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1501 - 1550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 455 650;1 936 015;1501;1550;1438640;1472660;NA#;33%
358;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1551 - 1600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 498 175;1 992 573;1551;1600;1481165;1515185;NA#;33%
359;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1601 - 1650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 540 700;2 049 131;1601;1650;1523690;1557710;NA#;33%
360;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1651 - 1700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 583 225;2 105 689;1651;1700;1566215;1600235;NA#;33%
361;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1701 - 1750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 625 750;2 162 248;1701;1750;1608740;1642760;NA#;33%
362;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1751 - 1800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 668 275;2 218 806;1751;1800;1651265;1685285;NA#;33%
363;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1801 - 1850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 710 800;2 275 364;1801;1850;1693790;1727810;NA#;33%
364;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1851 - 1900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 753 325;2 331 922;1851;1900;1736315;1770335;NA#;33%
365;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1901 - 1950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 795 850;2 388 481;1901;1950;1778840;1812860;NA#;33%
366;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1951 - 2000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 838 375;2 445 039;1951;2000;1821365;1855385;NA#;33%
367;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1 - 50 - PaaS;Opex;Recurring;9 844;13 093;1;50;NA#;NA#;9843,999975;33%
368;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 51 - 100 - PaaS;Opex;Recurring;25 038;33 301;51;100;NA#;NA#;25038;33%
369;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 101 - 150 - PaaS;Opex;Recurring;34 882;46 393;101;150;NA#;NA#;34881,99998;33%
370;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 151 - 200 - PaaS;Opex;Recurring;37 236;49 524;151;200;NA#;NA#;37236;33%
371;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 201 - 250 - PaaS;Opex;Recurring;47 080;62 616;201;250;NA#;NA#;47079,99998;33%
372;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 251 - 300 - PaaS;Opex;Recurring;49 434;65 747;251;300;NA#;NA#;49434;33%
373;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 301 - 350 - PaaS;Opex;Recurring;59 278;78 840;301;350;NA#;NA#;59277,99998;33%
374;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 351 - 400 - PaaS;Opex;Recurring;61 632;81 971;351;400;NA#;NA#;61632;33%
375;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 401 - 450 - PaaS;Opex;Recurring;101 436;134 910;401;450;NA#;NA#;101436;33%
376;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 451 - 500 - PaaS;Opex;Recurring;103 790;138 041;451;500;NA#;NA#;103790;33%
377;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 501 - 550 - PaaS;Opex;Recurring;113 634;151 133;501;550;NA#;NA#;113634;33%
378;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 551 - 600 - PaaS;Opex;Recurring;115 988;154 264;551;600;NA#;NA#;115988;33%
379;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 601 - 650 - PaaS;Opex;Recurring;125 832;167 357;601;650;NA#;NA#;125832;33%
380;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 651 - 700 - PaaS;Opex;Recurring;128 186;170 487;651;700;NA#;NA#;128186;33%
381;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 701 - 750 - PaaS;Opex;Recurring;138 030;183 580;701;750;NA#;NA#;138030;33%
382;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 751 - 800 - PaaS;Opex;Recurring;140 384;186 711;751;800;NA#;NA#;140384;33%
383;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 801 - 850 - PaaS;Opex;Recurring;150 228;199 803;801;850;NA#;NA#;150228;33%
384;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 851 - 900 - PaaS;Opex;Recurring;152 582;202 934;851;900;NA#;NA#;152582;33%
385;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 901 - 950 - PaaS;Opex;Recurring;162 426;216 027;901;950;NA#;NA#;162426;33%
386;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 951 - 1000 - PaaS;Opex;Recurring;164 780;219 157;951;1000;NA#;NA#;164780;33%
387;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1001 - 1050 - PaaS;Opex;Recurring;174 624;232 250;1001;1050;NA#;NA#;174624;33%
388;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1051 - 1100 - PaaS;Opex;Recurring;176 978;235 381;1051;1100;NA#;NA#;176978;33%
389;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1101 - 1150 - PaaS;Opex;Recurring;197 522;262 704;1101;1150;NA#;NA#;197522;33%
390;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1151 - 1200 - PaaS;Opex;Recurring;199 876;265 835;1151;1200;NA#;NA#;199876;33%
391;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1201 - 1250 - PaaS;Opex;Recurring;209 720;278 928;1201;1250;NA#;NA#;209720;33%
392;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1251 - 1300 - PaaS;Opex;Recurring;212 074;282 058;1251;1300;NA#;NA#;212074;33%
393;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1301 - 1350 - PaaS;Opex;Recurring;221 918;295 151;1301;1350;NA#;NA#;221918;33%
394;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1351 - 1400 - PaaS;Opex;Recurring;224 272;298 282;1351;1400;NA#;NA#;224272;33%
395;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1401 - 1450 - PaaS;Opex;Recurring;234 116;311 374;1401;1450;NA#;NA#;234116;33%
396;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1451 - 1500 - PaaS;Opex;Recurring;236 470;314 505;1451;1500;NA#;NA#;236470;33%
397;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1501 - 1550 - PaaS;Opex;Recurring;246 314;327 598;1501;1550;NA#;NA#;246314;33%
398;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1551 - 1600 - PaaS;Opex;Recurring;248 668;330 728;1551;1600;NA#;NA#;248668;33%
399;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1601 - 1650 - PaaS;Opex;Recurring;258 512;343 821;1601;1650;NA#;NA#;258512;33%
400;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1651 - 1700 - PaaS;Opex;Recurring;260 866;346 952;1651;1700;NA#;NA#;260866;33%
401;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1701 - 1750 - PaaS;Opex;Recurring;270 710;360 044;1701;1750;NA#;NA#;270710;33%
402;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1751 - 1800 - PaaS;Opex;Recurring;273 064;363 175;1751;1800;NA#;NA#;273064;33%
403;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1801 - 1850 - PaaS;Opex;Recurring;282 908;376 268;1801;1850;NA#;NA#;282908;33%
404;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1851 - 1900 - PaaS;Opex;Recurring;285 262;379 398;1851;1900;NA#;NA#;285262;33%
405;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1901 - 1950 - PaaS;Opex;Recurring;295 106;392 491;1901;1950;NA#;NA#;295106;33%
406;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1951 - 2000 - PaaS;Opex;Recurring;297 460;395 622;1951;2000;NA#;NA#;297460;33%
407;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1 - 48 - Deployment & set-up;Deployment & set-up;Deployment & set-up;201 015;267 350;1;48;175500;226530;NA#;33%
408;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 49 - 75 - Deployment & set-up;Deployment & set-up;Deployment & set-up;262 105;348 600;49;75;247930;276280;NA#;33%
409;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 76 - 150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;327 310;435 322;76;150;287620;367000;NA#;33%
410;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 151 - 225 - Deployment & set-up;Deployment & set-up;Deployment & set-up;435 040;578 603;151;225;395350;474730;NA#;33%
411;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 226 - 300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;525 760;699 261;226;300;486070;565450;NA#;33%
412;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 301 - 375 - Deployment & set-up;Deployment & set-up;Deployment & set-up;633 490;842 542;301;375;593800;673180;NA#;33%
413;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 376 - 399 - Deployment & set-up;Deployment & set-up;Deployment & set-up;698 695;929 264;376;399;684520;712870;NA#;33%
414;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 400 - 450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;781 185;1 038 976;400;450;755670;806700;NA#;33%
415;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 451 - 525 - Deployment & set-up;Deployment & set-up;Deployment & set-up;874 740;1 163 404;451;525;835050;914430;NA#;33%
416;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 526 - 600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;965 460;1 284 062;526;600;925770;1005150;NA#;33%
417;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 601 - 675 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 073 190;1 427 343;601;675;1033500;1112880;NA#;33%
418;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 676 - 750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 163 910;1 548 000;676;750;1124220;1203600;NA#;33%
419;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 751 - 825 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 271 640;1 691 281;751;825;1231950;1311330;NA#;33%
420;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 826 - 900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 362 360;1 811 939;826;900;1322670;1402050;NA#;33%
421;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 901 - 975 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 470 090;1 955 220;901;975;1430400;1509780;NA#;33%
422;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 976 - 1050 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 560 810;2 075 877;976;1050;1521120;1600500;NA#;33%
423;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1051 - 1098 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 654 365;2 200 305;1051;1098;1628850;1679880;NA#;33%
424;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1099 - 1125 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 736 855;2 310 017;1099;1125;1722680;1751030;NA#;33%
425;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1126 - 1200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 802 060;2 396 740;1126;1200;1762370;1841750;NA#;33%
426;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1201 - 1275 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 909 790;2 540 021;1201;1275;1870100;1949480;NA#;33%
427;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1276 - 1350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 000 510;2 660 678;1276;1350;1960820;2040200;NA#;33%
428;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1351 - 1425 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 108 240;2 803 959;1351;1425;2068550;2147930;NA#;33%
429;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1426 - 1500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 198 960;2 924 617;1426;1500;2159270;2238650;NA#;33%
430;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1501 - 1575 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 306 690;3 067 898;1501;1575;2267000;2346380;NA#;33%
431;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1576 - 1650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 397 410;3 188 555;1576;1650;2357720;2437100;NA#;33%
432;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1651 - 1725 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 505 140;3 331 836;1651;1725;2465450;2544830;NA#;33%
433;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1726 - 1800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 595 860;3 452 494;1726;1800;2556170;2635550;NA#;33%
434;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1801 - 1875 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 703 590;3 595 775;1801;1875;2663900;2743280;NA#;33%
435;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1876 - 1950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 794 310;3 716 432;1876;1950;2754620;2834000;NA#;33%
436;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1951 - 2025 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 902 040;3 859 713;1951;2025;2862350;2941730;NA#;33%
437;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 2026 - 2100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 992 760;3 980 371;2026;2100;2953070;3032450;NA#;33%
438;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1 - 48 - PaaS;Opex;Recurring;11 588;15 412;1;48;NA#;NA#;11588,1;33%
439;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 49 - 75 - PaaS;Opex;Recurring;24 428;32 489;49;75;NA#;NA#;24428,1;33%
440;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 76 - 150 - PaaS;Opex;Recurring;26 664;35 464;76;150;NA#;NA#;26664,39998;33%
441;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 151 - 225 - PaaS;Opex;Recurring;31 137;41 412;151;225;NA#;NA#;31137;33%
442;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 226 - 300 - PaaS;Opex;Recurring;33 373;44 386;226;300;NA#;NA#;33373,29998;33%
443;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 301 - 375 - PaaS;Opex;Recurring;44 961;59 799;301;375;NA#;NA#;44961,39998;33%
444;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 376 - 399 - PaaS;Opex;Recurring;47 198;62 773;376;399;NA#;NA#;47197,70003;33%
445;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 400 - 450 - PaaS;Opex;Recurring;77 158;102 620;400;450;NA#;NA#;77157,69998;33%
446;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 451 - 525 - PaaS;Opex;Recurring;81 630;108 568;451;525;NA#;NA#;81630,3;33%
447;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 526 - 600 - PaaS;Opex;Recurring;83 867;111 543;526;600;NA#;NA#;83866,59998;33%
448;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 601 - 675 - PaaS;Opex;Recurring;95 455;126 955;601;675;NA#;NA#;95454,69998;33%
449;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 676 - 750 - PaaS;Opex;Recurring;97 691;129 929;676;750;NA#;NA#;97691,00003;33%
450;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 751 - 825 - PaaS;Opex;Recurring;102 164;135 878;751;825;NA#;NA#;102163,6;33%
451;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 826 - 900 - PaaS;Opex;Recurring;104 400;138 852;826;900;NA#;NA#;104399,9;33%
452;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 901 - 975 - PaaS;Opex;Recurring;115 988;154 264;901;975;NA#;NA#;115988;33%
453;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 976 - 1050 - PaaS;Opex;Recurring;118 224;157 238;976;1050;NA#;NA#;118224,3;33%
454;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1051 - 1098 - PaaS;Opex;Recurring;122 697;163 187;1051;1098;NA#;NA#;122696,9;33%
455;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1099 - 1125 - PaaS;Opex;Recurring;133 397;177 418;1099;1125;NA#;NA#;133396,9;33%
456;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1126 - 1200 - PaaS;Opex;Recurring;135 633;180 392;1126;1200;NA#;NA#;135633,2;33%
457;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1201 - 1275 - PaaS;Opex;Recurring;147 221;195 804;1201;1275;NA#;NA#;147221,3;33%
458;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1276 - 1350 - PaaS;Opex;Recurring;149 458;198 779;1276;1350;NA#;NA#;149457,6;33%
459;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1351 - 1425 - PaaS;Opex;Recurring;153 930;204 727;1351;1425;NA#;NA#;153930,2;33%
460;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1426 - 1500 - PaaS;Opex;Recurring;156 167;207 701;1426;1500;NA#;NA#;156166,5;33%
461;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1501 - 1575 - PaaS;Opex;Recurring;167 755;223 114;1501;1575;NA#;NA#;167754,6;33%
462;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1576 - 1650 - PaaS;Opex;Recurring;169 991;226 088;1576;1650;NA#;NA#;169990,9;33%
463;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1651 - 1725 - PaaS;Opex;Recurring;174 464;232 036;1651;1725;NA#;NA#;174463,5;33%
464;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1726 - 1800 - PaaS;Opex;Recurring;176 700;235 011;1726;1800;NA#;NA#;176699,8;33%
465;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1801 - 1875 - PaaS;Opex;Recurring;188 288;250 423;1801;1875;NA#;NA#;188287,9;33%
466;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1876 - 1950 - PaaS;Opex;Recurring;190 524;253 397;1876;1950;NA#;NA#;190524,2;33%
467;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 1951 - 2025 - PaaS;Opex;Recurring;194 997;259 346;1951;2025;NA#;NA#;194996,8;33%
468;NTT Accelerate Smart Solutions;Health Check – Thermal Scan;HCTS;ALL;NTT Accelerate SMART;HCTS - ASU Range 2026 - 2100 - PaaS;Opex;Recurring;197 233;262 320;2026;2100;NA#;NA#;197233,1;33%
