;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;;2;;;
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10;Filtering Area;;;;
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);UC;Use Case Name;UC Venue;Customer;Benefits Category
233;Occupancy and Notification-Retail / Malls / Small shops-7.8-Item #10;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.8;O&N - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
234;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #1;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;O&N-Retail / Malls / Small shops-III.4.1;NA#;NA#;NA#;NA#;;;9;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
235;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #2;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #2;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
236;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #3;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #3;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
237;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #4;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #4;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
238;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #5;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #5;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
239;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #6;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #6;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
240;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #7;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #7;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
241;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #8;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #8;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
242;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #9;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #9;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
243;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #10;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #10;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
244;Occupancy and Notification-Retail / Malls / Small shops-7.9-Item #11;Occupancy and Notification;Retail / Malls / Small shops;7.;O&N - Retail / Malls / Small shops - Customer;7.9;O&N - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #11;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Retail / Malls / Small shops;Customer;Non quantifiable benefits
245;Occupancy and Notification-Public Areas/Plazas-7.4-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #1;Revenues from selling real time data to third parties;# of Giga Bites of data sold to third parties per month;O&N-Public Areas/Plazas-V.1.1;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;$3;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
246;Occupancy and Notification-Public Areas/Plazas-7.4-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
247;Occupancy and Notification-Public Areas/Plazas-7.4-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
248;Occupancy and Notification-Public Areas/Plazas-7.4-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
249;Occupancy and Notification-Public Areas/Plazas-7.4-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
250;Occupancy and Notification-Public Areas/Plazas-7.4-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
251;Occupancy and Notification-Public Areas/Plazas-7.4-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
252;Occupancy and Notification-Public Areas/Plazas-7.4-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
253;Occupancy and Notification-Public Areas/Plazas-7.4-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
254;Occupancy and Notification-Public Areas/Plazas-7.4-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.4;O&N - Public Areas/Plazas - Customer - UC Revenues (New);Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (New)
255;Occupancy and Notification-Public Areas/Plazas-7.5-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #1;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
256;Occupancy and Notification-Public Areas/Plazas-7.5-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
257;Occupancy and Notification-Public Areas/Plazas-7.5-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
258;Occupancy and Notification-Public Areas/Plazas-7.5-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
259;Occupancy and Notification-Public Areas/Plazas-7.5-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
260;Occupancy and Notification-Public Areas/Plazas-7.5-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
261;Occupancy and Notification-Public Areas/Plazas-7.5-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
262;Occupancy and Notification-Public Areas/Plazas-7.5-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
263;Occupancy and Notification-Public Areas/Plazas-7.5-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
264;Occupancy and Notification-Public Areas/Plazas-7.5-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.5;O&N - Public Areas/Plazas - Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;NA#;;;;;;;;;;;;;;;;;;;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;UC Revenues (Existing)
265;Occupancy and Notification-Public Areas/Plazas-7.6-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #1;Reduction of overtime paid for Local Police activities;# of local police officers with overtime actovity;O&N-Public Areas/Plazas-V.2.1;0%;0%;-75%;-75%;;;NA#;NA#; $1 500 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
266;Occupancy and Notification-Public Areas/Plazas-7.6-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #2;Reduction of time spent in emergency dispatch;# of emergency interventions each month;O&N-Public Areas/Plazas-V.2.3;0%;0%;-50%;-50%;;;NA#;NA#; $1 977 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
267;Occupancy and Notification-Public Areas/Plazas-7.6-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
268;Occupancy and Notification-Public Areas/Plazas-7.6-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
269;Occupancy and Notification-Public Areas/Plazas-7.6-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
270;Occupancy and Notification-Public Areas/Plazas-7.6-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
271;Occupancy and Notification-Public Areas/Plazas-7.6-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
272;Occupancy and Notification-Public Areas/Plazas-7.6-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
273;Occupancy and Notification-Public Areas/Plazas-7.6-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
274;Occupancy and Notification-Public Areas/Plazas-7.6-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.6;O&N - Public Areas/Plazas - Customer - Cash Releasing Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Cash Releasing Benefits
275;Occupancy and Notification-Public Areas/Plazas-7.7-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #1;Reduction of Violent Crime -  Murders;# of Violent Crime each month -  Murders;O&N-Public Areas/Plazas-V.2.2;-30%;-30%;0%;0%;;;NA#;NA#; $1 100 000,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
276;Occupancy and Notification-Public Areas/Plazas-7.7-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #2;Reduction of Violent Crime -  Rape;# of Violent Crime each month -  Rape;O&N-Public Areas/Plazas-V.2.2;-30%;-30%;0%;0%;;;NA#;NA#; $450,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
277;Occupancy and Notification-Public Areas/Plazas-7.7-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #3;Reduction of Violent Crime -  Robbery;# of Violent Crime each month -  Robbery;O&N-Public Areas/Plazas-V.2.2;-30%;-30%;0%;0%;;;NA#;NA#; $1 500,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
278;Occupancy and Notification-Public Areas/Plazas-7.7-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #4;Reduction of Violent Crime -  Aggravated assaults;# of Violent Crime each month -  Aggravated assaults;O&N-Public Areas/Plazas-V.2.2;-30%;-30%;0%;0%;;;NA#;NA#; $700,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
279;Occupancy and Notification-Public Areas/Plazas-7.7-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
280;Occupancy and Notification-Public Areas/Plazas-7.7-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
281;Occupancy and Notification-Public Areas/Plazas-7.7-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
282;Occupancy and Notification-Public Areas/Plazas-7.7-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
283;Occupancy and Notification-Public Areas/Plazas-7.7-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
284;Occupancy and Notification-Public Areas/Plazas-7.7-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.7;O&N - Public Areas/Plazas - Customer - Wider Cash Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Wider Cash Benefits
285;Occupancy and Notification-Public Areas/Plazas-7.8-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
