;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;;2;;;
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10;Filtering Area;;;;
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);UC;Use Case Name;UC Venue;Customer;Benefits Category
286;Occupancy and Notification-Public Areas/Plazas-7.8-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
287;Occupancy and Notification-Public Areas/Plazas-7.8-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
288;Occupancy and Notification-Public Areas/Plazas-7.8-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
289;Occupancy and Notification-Public Areas/Plazas-7.8-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
290;Occupancy and Notification-Public Areas/Plazas-7.8-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
291;Occupancy and Notification-Public Areas/Plazas-7.8-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
292;Occupancy and Notification-Public Areas/Plazas-7.8-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
293;Occupancy and Notification-Public Areas/Plazas-7.8-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
294;Occupancy and Notification-Public Areas/Plazas-7.8-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.8;O&N - Public Areas/Plazas - Customer - Quantifiable, non monetizable benefits;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Quantifiable, non monetizable benefits
295;Occupancy and Notification-Public Areas/Plazas-7.9-Item #1;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;O&N-Public Areas/Plazas-V.3.1;NA#;NA#;NA#;NA#;;;5;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
296;Occupancy and Notification-Public Areas/Plazas-7.9-Item #2;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #2;Increased general well-being of city residents;Rate on a scale from 1-low to 10-high;O&N-Parks-I.5.1;NA#;NA#;NA#;NA#;;;6;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
297;Occupancy and Notification-Public Areas/Plazas-7.9-Item #3;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #3;Enhanced sense of community;Rate on a scale from 1-low to 10-high;O&N-Parks-I.5.2;NA#;NA#;NA#;NA#;;;9;90%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
298;Occupancy and Notification-Public Areas/Plazas-7.9-Item #4;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #4;Improved sense of security;Rate on a scale from 1-low to 10-high;O&N-Parks-I.5.3;NA#;NA#;NA#;NA#;;;4;60%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
299;Occupancy and Notification-Public Areas/Plazas-7.9-Item #5;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #5;Increased efficiency of  public policy to administer public assets;Rate on a scale from 1-low to 10-high;O&N-Parks-I.5.4;NA#;NA#;NA#;NA#;;;4;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
300;Occupancy and Notification-Public Areas/Plazas-7.9-Item #6;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #6;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
301;Occupancy and Notification-Public Areas/Plazas-7.9-Item #7;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #7;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
302;Occupancy and Notification-Public Areas/Plazas-7.9-Item #8;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #8;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
303;Occupancy and Notification-Public Areas/Plazas-7.9-Item #9;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #9;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
304;Occupancy and Notification-Public Areas/Plazas-7.9-Item #10;Occupancy and Notification;Public Areas/Plazas;7.;O&N - Public Areas/Plazas - Customer;7.9;O&N - Public Areas/Plazas - Customer - Non quantifiable benefits;Item #10;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;O&N;Occupancy and Notification;Public Areas/Plazas;Customer;Non quantifiable benefits
305;Occupancy and Notification-Airports-7.4-Item #1;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #1;Revenues from selling real time data to third parties;# of Giga Bites of data sold to third parties per month;O&N-Airports-IV.1.1;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;$3;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
306;Occupancy and Notification-Airports-7.4-Item #2;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
307;Occupancy and Notification-Airports-7.4-Item #3;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
308;Occupancy and Notification-Airports-7.4-Item #4;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
309;Occupancy and Notification-Airports-7.4-Item #5;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
310;Occupancy and Notification-Airports-7.4-Item #6;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
311;Occupancy and Notification-Airports-7.4-Item #7;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
312;Occupancy and Notification-Airports-7.4-Item #8;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
313;Occupancy and Notification-Airports-7.4-Item #9;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
314;Occupancy and Notification-Airports-7.4-Item #10;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.4;O&N - Airports - Customer - UC Revenues (New);Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (New)
315;Occupancy and Notification-Airports-7.5-Item #1;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #1;Revenues generated from additional footfall;Current Total revenue stream in premises each month;O&N-Airports-IV.1.2;NA#;NA#;NA#;NA#;11%;11%;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
316;Occupancy and Notification-Airports-7.5-Item #2;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
317;Occupancy and Notification-Airports-7.5-Item #3;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
318;Occupancy and Notification-Airports-7.5-Item #4;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
319;Occupancy and Notification-Airports-7.5-Item #5;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
320;Occupancy and Notification-Airports-7.5-Item #6;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
321;Occupancy and Notification-Airports-7.5-Item #7;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
322;Occupancy and Notification-Airports-7.5-Item #8;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
323;Occupancy and Notification-Airports-7.5-Item #9;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
324;Occupancy and Notification-Airports-7.5-Item #10;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.5;O&N - Airports - Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;O&N;Occupancy and Notification;Airports;Customer;UC Revenues (Existing)
325;Occupancy and Notification-Airports-7.6-Item #1;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #1;Reduction of # of required video monitoring security staff;Current # of security staff performing video monitoring;O&N-Airports-IV.2.1;-20%;-50%;0%;0%;;;NA#;NA#; $2 353 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
326;Occupancy and Notification-Airports-7.6-Item #2;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
327;Occupancy and Notification-Airports-7.6-Item #3;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
328;Occupancy and Notification-Airports-7.6-Item #4;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
329;Occupancy and Notification-Airports-7.6-Item #5;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
330;Occupancy and Notification-Airports-7.6-Item #6;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
331;Occupancy and Notification-Airports-7.6-Item #7;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
332;Occupancy and Notification-Airports-7.6-Item #8;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
333;Occupancy and Notification-Airports-7.6-Item #9;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
334;Occupancy and Notification-Airports-7.6-Item #10;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.6;O&N - Airports - Customer - Cash Releasing Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Cash Releasing Benefits
335;Occupancy and Notification-Airports-7.7-Item #1;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #1;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
336;Occupancy and Notification-Airports-7.7-Item #2;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
337;Occupancy and Notification-Airports-7.7-Item #3;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
338;Occupancy and Notification-Airports-7.7-Item #4;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
339;Occupancy and Notification-Airports-7.7-Item #5;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
340;Occupancy and Notification-Airports-7.7-Item #6;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
341;Occupancy and Notification-Airports-7.7-Item #7;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
342;Occupancy and Notification-Airports-7.7-Item #8;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
343;Occupancy and Notification-Airports-7.7-Item #9;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
344;Occupancy and Notification-Airports-7.7-Item #10;Occupancy and Notification;Airports;7.;O&N - Airports - Customer;7.7;O&N - Airports - Customer - Wider Cash Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;O&N;Occupancy and Notification;Airports;Customer;Wider Cash Benefits
